legacy_file,legacy_url,content_type,title,meta_description,canonical,h1,template_pattern,category,brand,pdf,indexable,notes
lift-master-mod-h.php,https://puertasyserviciosindustriales.com/lift-master-mod-h.php,producto (probable),Lift Master Mod H | Blue Giant | Marcas | PSI | Puertas y Servicios Industriales,"Productos Lift Master Mod H Marca Blue Giant | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Industriales""]",detalle-estatico,,,fichas/Lift-Master-H-Sell-Sheet-Spanish.pdf,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
lift-master.php,https://puertasyserviciosindustriales.com/lift-master.php,marca,LiftMaster | Marcas | PSI | Puertas y Servicios Industriales,"Productos Marca LiftMaster | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Marcas""]",listado-marca,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
liftmaster-modh.php,https://puertasyserviciosindustriales.com/liftmaster-modh.php,producto (probable por estructura),PSI | Puertas y Servicios Industriales,"Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Industriales""]",detalle-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado
light-communication-system-lcs.php,https://puertasyserviciosindustriales.com/light-communication-system-lcs.php,producto (probable por estructura),PSI | Puertas y Servicios Industriales,"Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Semaforos y señalizaciones para anden""]",detalle-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado
lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,https://puertasyserviciosindustriales.com/lux-2b-y-lux-gv-piston-hidraulico-para-puerta-abatible.php,producto (probable),LUX 2B y Lux GV Piston hidraulico para puerta abatible | BFT | Marcas | PSI | Puertas y Servicios Industriales,"Productos LUX 2B y Lux GV Piston hidraulico para puerta abatible Marca BFT | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Industriales""]",detalle-estatico,,,fichas/pistones-hidraulicos-lux.pdf,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
luxo-robusto-e-incansable-para-servicios-intensivos-para-hojas-de-hasta-5-m.php,https://puertasyserviciosindustriales.com/luxo-robusto-e-incansable-para-servicios-intensivos-para-hojas-de-hasta-5-m.php,producto (probable por estructura),PSI | Puertas y Servicios Industriales,"Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""PWR Robusto e incansable, para servicios intensivos, para hojas de hasta 5 mts""]",detalle-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado
magic-fuerza-del-operador.php,https://puertasyserviciosindustriales.com/magic-fuerza-del-operador.php,producto (probable por estructura),PSI | Puertas y Servicios Industriales,"Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Industriales""]",detalle-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado
marcas.php,https://puertasyserviciosindustriales.com/marcas.php,directorio estático de marcas,PSI | Puertas y Servicios Industriales,"Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones""]",marcas-estaticas,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado
marcasv1.php,https://puertasyserviciosindustriales.com/marcasv1.php,directorio dinámico de marcas,PSI | Puertas y Servicios Industriales,"Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones""]",marcas-dinamicas,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado
nosotros.php,https://puertasyserviciosindustriales.com/nosotros.php,página institucional,Nosotros | Quiénes somos | PSI | Puertas y Servicios Industriales,"Contamos con más de 15 años de experiencia, nos especializamos en la fabricación de puertas y ventanas de alta calidad, utilizando materiales como aluminio y acero inoxidable. | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Nosotros""]",nosotros,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
operador-comercial-rhx.php,https://puertasyserviciosindustriales.com/operador-comercial-rhx.php,producto (probable),Operador comercial RHX | Overhead Door | Marcas | PSI | Puertas y Servicios Industriales,"Productos Operador comercial RHX Marca Overhead Door | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Industriales""]",detalle-estatico,,,fichas/Operador-RHX-Folleto-comercial-para-cortina.pdf,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
operador-para-cortina-enrrollable-rsx.php,https://puertasyserviciosindustriales.com/operador-para-cortina-enrrollable-rsx.php,producto (probable),Operador para cortina enrrollable RSX | Overhead Door | Marcas | PSI | Puertas y Servicios Industriales,"Productos Operador para cortina enrrollable RSX Marca Overhead Door | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Industriales""]",detalle-estatico,,,fichas/operador-cortina.pdf,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
operador-para-perfilados-comerciales-jst.php,https://puertasyserviciosindustriales.com/operador-para-perfilados-comerciales-jst.php,producto (probable),Operador de puerta comercial RHX ® | Overhead Door | Marcas | PSI | Puertas y Servicios Industriales,"Productos Operador de puerta comercial RHX ® Marca Overhead Door | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Industriales""]",detalle-estatico,,,fichas/rhx-commercial-operator-brochure.pdf,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
operador-para-perfilados-comerciales-sel.php,https://puertasyserviciosindustriales.com/operador-para-perfilados-comerciales-sel.php,producto (probable),Operador de puerta comercial RMX ® | Overhead Door | Marcas | PSI | Puertas y Servicios Industriales,"Productos Operador de puerta comercial RMX ® Marca Overhead Door | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Industriales""]",detalle-estatico,,,fichas/rmx-commercial-operator-brochure.pdf,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
operadores-para-puerta-abatible.php,https://puertasyserviciosindustriales.com/operadores-para-puerta-abatible.php,categoría / landing SEO (probable),Operadores para puertas corredizas residenciales | Operadores para puerta abatible | PSI | Puertas y Servicios Industriales,"Soluciones de Productos Operadores para puertas abatibles residenciales | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones""]",listado-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
operadores-para-puerta-corrediza-industrial.php,https://puertasyserviciosindustriales.com/operadores-para-puerta-corrediza-industrial.php,categoría / landing SEO (probable),Operadores para puertas corredizas industriales | Soluciones | PSI | Puertas y Servicios Industriales,"Soluciones de Productos Operadores para puertas corredizas industriales | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones""]",listado-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
operadores-para-puertas-ascendentes.php,https://puertasyserviciosindustriales.com/operadores-para-puertas-ascendentes.php,categoría / landing SEO (probable),Operadores para puertas automáticas ascendentes residenciales | Operadores para puertas ascendentes | PSI | Puertas y Servicios Industriales,"Soluciones de Productos Operadores para puertas automáticas ascendentes residenciales | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Residenciales""]",listado-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
operadores-para-puertas-corredizas-residenciales.php,https://puertasyserviciosindustriales.com/operadores-para-puertas-corredizas-residenciales.php,categoría / landing SEO (probable),Operadores para puertas corredizas residenciales | Operadores para puerta corrediza | PSI | Puertas y Servicios Industriales,"Soluciones de Productos Operadores para puertas corredizas residenciales | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones""]",listado-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
operadores-para-puertas-de-mostrador-cdo.php,https://puertasyserviciosindustriales.com/operadores-para-puertas-de-mostrador-cdo.php,producto (probable),Operador de puerta comercial CDX ® | Overhead Door | Marcas | PSI | Puertas y Servicios Industriales,"Productos Operador de puerta comercial CDX ® Marca Overhead Door | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Industriales""]",detalle-estatico,,,fichas/cdx-commercial-operator-sellsheet.pdf,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
operadores-puerta-abatible-industrial.php,https://puertasyserviciosindustriales.com/operadores-puerta-abatible-industrial.php,categoría / landing SEO (probable),Operadores para puertas corredizas industriales | Soluciones | PSI | Puertas y Servicios Industriales,"Soluciones de Productos Operadores para puertas corredizas industriales | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones""]",listado-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
operadores-puerta-abatible.php,https://puertasyserviciosindustriales.com/operadores-puerta-abatible.php,producto (probable),Operadores para puertas abatibles | Overhead Door | Marcas | PSI | Puertas y Servicios Industriales,"Productos Operadores para puertas abatibles Marca Overhead Door | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Residenciales""]",detalle-estatico,,,fichas/13.0.Folleto-Operador-AccessPRO-FS1000-SPEED-hoja-tecnica.pdf,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
operadores-puerta-corrediza-residencial.php,https://puertasyserviciosindustriales.com/operadores-puerta-corrediza-residencial.php,producto (probable),Operadores para puertas corredizas residenciales | Overhead Door | Marcas | PSI | Puertas y Servicios Industriales,"Productos Operadores para puertas corredizas residenciales Marca Overhead Door | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Residenciales""]",detalle-estatico,,,fichas/13.0.Folleto-Operador-AccessPRO-FS1000-SPEED-hoja-tecnica.pdf,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
operadores-puertas-ascendentes.php,https://puertasyserviciosindustriales.com/operadores-puertas-ascendentes.php,producto (probable),Operadores para puertas automáticas ascendentes | Overhead Door | Marcas | PSI | Puertas y Servicios Industriales,"Productos Operadores para puertas automáticas ascendentes Marca Overhead Door | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Residenciales""]",detalle-estatico,,,fichas/13.0.Folleto-Operador-AccessPRO-FS1000-SPEED-hoja-tecnica.pdf,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
operadores-puertas-seccionales-cortinas.php,https://puertasyserviciosindustriales.com/operadores-puertas-seccionales-cortinas.php,categoría / landing SEO (probable),Operadores para puertas automáticas seccionales y cortinas | Soluciones | PSI | Puertas y Servicios Industriales,"Soluciones de Productos Operadores para puertas automáticas seccionales y cortinas | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones""]",listado-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
overhead-door.php,https://puertasyserviciosindustriales.com/overhead-door.php,marca,Overhead Door | Marcas | PSI | Puertas y Servicios Industriales,"Productos Marca Overhead Door | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Marcas""]",listado-marca,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
p45-7-piston-hidraulico-para-puerta-abatible.php,https://puertasyserviciosindustriales.com/p45-7-piston-hidraulico-para-puerta-abatible.php,producto (probable),"P4,5-7 Piston Hidraulico para puerta abatible | BFT | Marcas | PSI | Puertas y Servicios Industriales","Productos P4,5-7 Piston Hidraulico para puerta abatible Marca BFT | Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Soluciones Industriales""]",detalle-estatico,,,fichas/pistones-hidraulicos-p457.pdf,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN
pas-sensores-volumetricos.php,https://puertasyserviciosindustriales.com/pas-sensores-volumetricos.php,producto (probable por estructura),PSI | Puertas y Servicios Industriales,"Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",," [JS: ""Productos Marca BFT""]",detalle-estatico,,,,UNKNOWN,Análisis estático; HTTP e indexación real UNKNOWN; title genérico heredado
